"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","PubMed ID"
"The impact of federal IRM on agency missions: Findings, issues, and recommendations","1997","Government Information Quarterly","10","10.1016/S0740-624X(97)90003-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038875405&doi=10.1016%2fS0740-624X%2897%2990003-4&partnerID=40&md5=a39ff2b27d9c98ca90e0f90c0f56aad0","For nearly two decades, the federal government has embraced Information Resources Management (IRM) as a philosophy, policy initiative, and management practice. During this time, IRM has undergone major management transformations within agencies and throughout the IRM policy environment. To date, however, there had been no government-wide assessment of IRM's impact on agency mission attainment, particularly through a strategic planning process. This article presents findings from a government-wide study to, in part, measure the extent to which IRM assists agencies achieve their missions and objectives, identify a general agency strategic planning model, and determine whether agency strategic planning efforts facilitate the alignment of agency business processes and information technology (IT). © 1997 JAI Press Inc. All rights of reproduction in any form reserved.","",""
"Citizens' access to on-line state legislative documents","2001","Government Information Quarterly","25","10.1016/S0740-624X(01)00064-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035373634&doi=10.1016%2fS0740-624X%2801%2900064-8&partnerID=40&md5=2f7e4f9d005ce04dbf6f75ac8484e457","State legislative web sites should provide information to citizens that is useful and is easily accessible. Each state's legislative web site was studied to find common usability issues in making legislative documents available on-line. Examples of how various state legislative web sites address each issue are provided. In conclusion, a model for an accessible, useful state legislative web site is proposed. © 2001 Elsevier Science Inc. All rights reserved.","",""
"Paperwork Reduction Act Reauthorization and Government Information Management Issues","2000","Government Information Quarterly","10","10.1016/S0740-624X(00)00048-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007082850&doi=10.1016%2fS0740-624X%2800%2900048-4&partnerID=40&md5=3da8a87b0c9ae69003291bb8078c7d3e","Replacing the ineffective Federal Reports Act of 1942, the Paperwork Reduction Act of 1980 (PRA) was enacted largely to relieve the public of the mounting information collection and reporting requirements of the federal government. It also promoted coordinated information management activities on a governmentwide basis by the director of the Office of Management and Budget (OMB) and prescribed information management responsibilities for the executive agencies. The management focus of the PRA was sharpened with the 1986 amendments which refined the concept of ""information resources management"" (IRM), defined as ""the planning, budgeting, organizing, directing, training, promoting, controlling, and management activities associated with the burden, collection, creation, use, and dissemination of information by agencies, and includes the management of information and related resources such as automatic data processing equipment."" This key term and its subset concepts received further definition and explanation in the PRA of 1995, making IRM a tool for managing the contribution of information activities to program performance, and for managing related resources, such as personnel, equipment, funds, and technology. The PRA currently authorizes appropriations for its administration by the Office of Information and Regulatory Affairs (OIRA), located within OMB, through FY2001 (44 U.S.C. 3520). Reauthorization of OIRA appropriations provides an opportunity to upgrade the PRA's provisions and to address prevailing government information management issues.","",""
"Local governments and IRM: Policy emerging from practice","1997","Government Information Quarterly","5","10.1016/S0740-624X(97)90007-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038875409&doi=10.1016%2fS0740-624X%2897%2990007-1&partnerID=40&md5=b28a46904d6601ce8577f6d496c70ea9","The response to federal information resources management (IRM) initiatives at the local levels of government has been minimal. While this concept and requirement has been on the federal agenda since the 1970s, it has not successfully diffused to the city and county levels of government. This does not reflect, however, mismanagement of their information resources. Rather, it is indicative of a bottom-up development of information technology management. A history of trying out many different approaches to information resources management has enabled local governments to evolve practices, and in some cases, policies, that fit their needs. Local governments are concerned with the provision of information and services to a citizenry who are also local, not distant and once removed, as at the federal level. This more direct need for access to information and real-time service delivery has led to the evolution of local information management responses which meet these needs in a timely fashion. The value of information is seen in its ability to create access to government and to insure the provision of services to the local public. This article will examine the range and forms of IRM practiced in city and county governments. It will examine IRM as initially instituted at the federal level and analyze the resultant management practices at the local level. The variables which lead to differences in practice will be discussed. The data come from case study results, surveys and telephone interviews with top level managers in U.S. cities and counties. © 1997 JAI Press Inc. All rights of reproduction in any form reserved.","",""
"Developing fully functional E-government: A four stage model","2001","Government Information Quarterly","1851","10.1016/S0740-624X(01)00066-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035373510&doi=10.1016%2fS0740-624X%2801%2900066-1&partnerID=40&md5=c468c6a67e02935cb687aac8173d88ce","Literature reports the experiences with e-government initiatives as chaotic and unmanageable, despite recent numerous initiatives at different levels of government and academic and practitioners' conferences on e-government. E-government presents a number of challenges for public administrators. To help public administrators think about e-government and their organizations, this article describes different stages of e-government development and proposes a 'stages of growth' model for fully functional e-government. Various government websites and related e-government initiatives help to ground and explain this model. These stages outline the multi-perspective transformation within government structures and functions as they make transitions to e-government through each stage. Technological and organizational challenges for each stage accompany these descriptions. At the same time, this paper describes how the e-government becomes amalgamated with traditional public administrative structure. © 2001 Elsevier Science Inc. All rights reserved.","",""
"Universal service policies as wealth redistribution","1999","Government Information Quarterly","9","10.1016/S0740-624X(00)86840-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033478782&doi=10.1016%2fS0740-624X%2800%2986840-9&partnerID=40&md5=eb0df6aeaa7f94a4f9e1c2ed332504cc","This article, which offers a critical reassessment of the underlying rationale for universal service policies, argues that public policies designed to promote universal telecommunications access are simply a form of wealth redistribution. By reconceptualizing universal service subsidies in this way, one can obtain a more realistic assessment of the proper scope and limits of universal service policies. Universal service policies, at best, can play a supplementary role. Economic reforms that encourage investment and promote robust competition are more fundamental to the development of an ubiquitous infrastructure than government subsidies. The redistribution of wealth via telecommunications can ameliorate inequalities, but it cannot eliminate their causes, and advocates should stop pretending that it can. Furthermore, universal service advocates must become more aware of the political and economic risks and pitfalls that are inherent in the process of wealth redistribution.","",""
"Freedom of Information Spreads to Europe","2000","Government Information Quarterly","9","10.1016/S0740-624X(00)00050-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001384126&doi=10.1016%2fS0740-624X%2800%2900050-2&partnerID=40&md5=53faf2b3a87be3824aaf31ad0c4461fd","Europe is gradually embracing freedom of information principles while at the same time restricting dissemination of information generated by public agencies through electronic databases. Both Britain and Germany are moving to adopt freedom of information laws, and the European Commission has published a regulation allowing access to European institution materials. These developments are important for the rest of the world, including the United States, because the Internet is already becoming a vast virtual library facilitating global access to statutes, court decisions, and administrative agency decisions that make up the raw ingredients of a rule of law. Meanwhile, however, the European Commission issued a directive limiting certain uses of electronic databases, broadly enough drafted to include electronic repositories of primary legal information. This kind of state-sponsored monopoly over public information is inimical to a rule of law and democratic values. Europeans and Americans should work to realize the increased transparency promised by the freedom of information developments, and work to minimize the extent to which the database directive and similar proposals on this side of the Atlantic restrict redissemination of primary legal information.","",""
"Becoming cyberactive: State and local governments on the world wide web","1999","Government Information Quarterly","60","10.1016/S0740-624X(99)80003-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033481308&doi=10.1016%2fS0740-624X%2899%2980003-3&partnerID=40&md5=044ca31cbe02c97577bd3958dc11417a","This article describes an empirical study of the current level and type of state and local public activity on the World Wide Web (WWW), providing some important baseline information on government activities in this area. Moving governments onto the WWW represents a paradigm shift in the use of technology, and some governments are moving faster and are becoming more innovative than others. Governments are clearly becoming ""cyberactive"" but are emphasizing information and services for business and other economic development activities rather than dissemination of policy information, encouraging policy discussions, or delivering public services. Internet activity has been growing at a rapid pace during the past several years. Much of this activity has been in the private sector and in education but many U.S. state and local governments have also moved onto the WWW. The purpose of this empirical research is to provide baseline descriptive data on the current level and type of state and local public sector activity on the WWW. Like many other social science phenomena (e.g., public opinion, electoral behavior, and public policy itself), the WWW and Internet activity are dynamic phenomena, constantly changing and reorganizing. This study recognizes that and assumes that the empirical data gathered here are a snapshot in time of the entire public sector WWW phenomena.","",""
"Universal service in a global networked environment: Selected issues and possible approaches","1999","Government Information Quarterly","15","10.1016/S0740-624X(00)86837-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033478775&doi=10.1016%2fS0740-624X%2800%2986837-9&partnerID=40&md5=1507ddf467d37195e1d878481f6514d9","This article provides an overview and summary of selected issues related to the development of universal service to networked information resources and services in a global networked environment. Complex issues have yet to be addressed regarding basic concerns such as defining the term ""universal service"" as it suggests a range of meanings and uses given different societal contexts. The model for universal service being developed in the United States offers some lessons and concerns for other nations attempting to promote universal service as a national policy. The article concludes with a number of recommendations that address selected policy issues related to universal service in a global networked environment.","",""
"Knowledge management: A U.S. Social Security Administration case study","2001","Government Information Quarterly","37","10.1016/S0740-624X(01)00078-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043263287&doi=10.1016%2fS0740-624X%2801%2900078-8&partnerID=40&md5=25fd9c5d96259d7ef4ae081168f9ce4b","Knowledge management can be a powerful tool for addressing the ""graying of government"" and other factors contributing to the loss of expertise in government organizations. This paper presents a case study of knowledge management at the U.S. Social Security Administration and provides recommendations for how knowledge management might better protect valuable knowledge resources. A two-phase study was conducted of the Benefit Rate Increase/Premium Amount Collectible (BRI/PAC), a core process at the U. S. Social Security Administration, where critical knowledge is at risk of being lost. The study suggests that knowledge sharing, training, and the overall development of a working environment conducive to knowledge management promise to enhance performance of the BRI/PAC operation, at SSA. © 2001 Elsevier Science Inc.","",""
"Racial Categories Used in the Decennial Censuses, 1790 to the Present","2000","Government Information Quarterly","35","10.1016/S0740-624X(00)00024-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000029961&doi=10.1016%2fS0740-624X%2800%2900024-1&partnerID=40&md5=a94fa567ea8d902d3ac73bde81509a64","Measuring the increase in racial diversity in the United States has received growing interest for the last three decades. The topic was of concern to the founding fathers, who categorized inhabitants using such terms as ""White,"" ""free person,"" or ""slave."" We continue to categorize people by race. This article examines decennial census questionnaires, enumerator instructions, and actual categories used to define the race groups in this country from 1790 to the present to document the country's efforts to categorize its racial populations. The influence of political and social conditions will become obvious as we journey through the archives of census schedules and enumerator instructions on how people have been categorized racially in this country.","",""
"Looking toward an Information Base in the 21st Century: The American Community Survey","2000","Government Information Quarterly","0","10.1016/S0740-624X(00)00029-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346673674&doi=10.1016%2fS0740-624X%2800%2900029-0&partnerID=40&md5=3b1ca216af2b19cda10af01fe339ea98","Communities traditionally have relied on demographic and economic data from the decennial census for key decisions. Those same data are used by Congress and federal agencies to distribute billions of dollars, to administer federal programs, and to evaluate the results of federal policies. As the decade progresses, communities and their financial supports have had no alternative other than to live with the fiction that their areas have not changed since the last census. This article describes the American Community Survey, which the U.S. Census Bureau has designed to provide demographic, economic, and housing information to communities every year instead of every 10 years, providing them with a ""video"" of changes in their areas, rather than the current decennial ""snapshot."".","",""
"Nonlibrary Partnerships: Acceptable Use (and Behavior) in the Web-Based Depository","2000","Government Information Quarterly","1","10.1016/S0740-624X(00)00038-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000071064&doi=10.1016%2fS0740-624X%2800%2900038-1&partnerID=40&md5=fcc6202d899a3ab16e8bf5bf416fc7bf","The Internet brings the best and the worst into depository libraries in terms of Web sites and patron behavior. Acceptable Use Policies were created to help deal with the problems associated with Internet access, but have not stopped the abuse of library resources or staff. As members of larger communities, depository libraries have various options for dealing with unacceptable user behavior. This article looks at some of the problems that depositories are dealing with and the laws that effect them. Some problems may be better solved through nonlibrary agencies and offices. In some cases community laws and ordinances may take precedence over library policies, as in the case of child pornography.","",""
"Transforming local e-government services: The use of application service providers","2001","Government Information Quarterly","124","10.1016/S0740-624X(01)00090-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042907378&doi=10.1016%2fS0740-624X%2801%2900090-9&partnerID=40&md5=0e6dde329e6c8aea6e969dc7f850d2fc","This study examines the potential of application service providers (ASPs) to transform electronic government (e-government) services at the local level. The ASP model helps local governments overcome barriers to offering next wave e-government services such as a shortage of skilled IT staff and limited financial resources. The realization of full potential, however, requires first the adoption of an ASP model. Five conditions that favor the decision to use an ASP are (1) strong top management support, (2) promise of large efficiency gains, (3) enough IT capability on the part of the government unit to identify key piece of technology, (4) less burdensome outsourcing rules and procedures, and (5) a variety of high quality and reliable ASPs from which to choose locally. To ensure the success of an ASP project, local governments need to build in-house IT capability to evaluate an ASP and to develop proper performance measures. Management should focus on serving citizens and businesses and develop the capability to negotiate as well as manage service-level contracts with ASPs. Continual top management support is necessary for dealing with possible initial resistance and ensuring interdepartmental communication and cooperation. © 2001 Elsevier Science Inc.","",""
"Studies on government publications' use, 1990-1996","1997","Government Information Quarterly","9","10.1016/S0740-624X(97)90033-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031498147&doi=10.1016%2fS0740-624X%2897%2990033-2&partnerID=40&md5=79d3a2a5bb588065b9ce21434bcf55ac","Modeled after two earlier articles concerning research published through 1989 on the use of government documents, this review of literature brings the coverage up-to-date. Concerning itself only with those studies concentrating on the use and users of government-produced information, this review found nine studies within a seven-year time period. Some parallels are drawn as far as the current status of knowledge in the field of government documents use, but limitations are pointed out as well in what is seemingly becoming an abandoned form of research in government documents librarianship. The article also suggests topics meriting further consideration. © 1997 JAI Press Inc. All rights of reproduction in any form reserved.","",""
"Why continue to be a depository library if it is all on the internet anyway?","1998","Government Information Quarterly","11","10.1016/S0740-624X(98)90015-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002444461&doi=10.1016%2fS0740-624X%2898%2990015-6&partnerID=40&md5=a4a632c1fbbdc1586ea67ef03ff59505","As U.S. government information is becoming increasingly available via the Internet, library administrators are questioning the costs and benefits of continuing to participate in the Federal Depository Library Program (FDLP). And, given the current state of transition within the FDLP, within libraries, and within the growth of new technologies, what will future participation in the FDLP entail? This article provides a starting point from which individual libraries can seriously evaluate continuation of their depository status. The article explores many of the basic questions that a library needs to address and suggests additional resources to assist libraries in their assessments. © 1998 JAI Press Inc. All rights of reproduction in any form reserved.","",""
"Public service guidelines in an electronic environment","1998","Government Information Quarterly","4","10.1016/S0740-624X(98)90016-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009225880&doi=10.1016%2fS0740-624X%2898%2990016-8&partnerID=40&md5=033b16650a0f9afab79bcf8cfbd1b76f","In today's electronic environment, government information librarians face new and difficult challenges, especially in the arena of quality public service provision. Given the lack of clear guidelines that Federal Depository Library Program (FDLP) participants follow, and based upon suggested guidelines of a reference oriented literature, the author proposes a new set of guidelines that FDLP participants might wish to adopt. © 1998 JAI Press Inc. All rights of reproduction in any form reserved.","",""
"Florida's marine resource information system: A geographic decision support system","1999","Government Information Quarterly","10","10.1016/S0740-624X(99)80015-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033473487&doi=10.1016%2fS0740-624X%2899%2980015-X&partnerID=40&md5=fca7c40813718de9e62580f75cc9728c","Decision support systems (DSS) are a class of information systems where data, models, and an interface are combined to support a decision-maker's needs for data and analysis. This article reports on a system which fits all of the classic definitions of a DSS and which includes spatial models of object locations as crucial parts of the analytic, data, and interface support provided to the user. The system illustrates several interesting aspects of the construction of systems of this type, including the potential role of geographic information system (GIS) capabilities in DSS; the translation of user decision support needs with a geographic component into a DSS architecture; and the integration of a PC-based GIS package with additional interface, data management, and analytic tools. The system also illustrates certain managerial implications for systems of this type, including the importance of planning for system maintenance and the value of geographic data.","",""
"Enlisting on-line residents: Expanding the boundaries of e-government in a Japanese rural township","2002","Government Information Quarterly","24","10.1016/S0740-624X(02)00093-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036083305&doi=10.1016%2fS0740-624X%2802%2900093-X&partnerID=40&md5=6638149eddfe5b8dc33fd85e0f1eecbb","The purpose of this article is to analyze and learn from an unusual way in which local bureaucrats in a Japanese rural township are using the Internet to serve their constituents by enlisting the support of ""on-line residents."" Successful e-government requires not only rethinking the potential uses of computer technology, but in adopting new patterns of decision-making, power sharing, and office management that many bureaucrats may not be predisposed to make. The main thesis of this article is that necessity and practicality can play a powerful motivational role in facilitating the incorporation of information technology (IT) at the level of local government. This case study of how bureaucrats in Tôwa-chô, a small, agricultural town in Northeastern Japan, have harnessed the Internet demonstrates clearly the fundamentals of building a successful e-government framework in this rural municipality, similar to many communities in Europe and North America today. © 2002 Elsevier Science Inc. All rights reserved.","",""
"Electronic government in South Korea: Conceptual problems","1999","Government Information Quarterly","29","10.1016/S0740-624X(99)80028-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033474692&doi=10.1016%2fS0740-624X%2899%2980028-8&partnerID=40&md5=65072592c377a5ea4d573a86af4cf317","[No abstract available]","",""
"Arguments for the standardization of privacy protection policy: Canadian initiatives and American and international responses","1997","Government Information Quarterly","11","10.1016/S0740-624X(97)90032-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031521323&doi=10.1016%2fS0740-624X%2897%2990032-0&partnerID=40&md5=f92792140a8f9c443b54685595538b27","[No abstract available]","",""
"Government control of information: Some British developments","1996","Government Information Quarterly","3","10.1016/S0740-624X(96)90088-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030524876&doi=10.1016%2fS0740-624X%2896%2990088-X&partnerID=40&md5=c0d861041c36d2275148d59c3e6181c9","Despite long-standing claims to democracy, Britain has an unenviable reputation for secrecy and no Freedom of Information Act. However, in 1993, the government introduced a nonjusticiable Code of Practice on Access to Government Information, the limitations of which are explored in this article. A specific aspect of government control of information recently under the spotlight is the use by government ministers of Public Interest Immunity (PII) Certificates to deny litigants access to government documents in the course of proceedings. The use by Ministers of this power formed part of the terms of reference for the recent Scott Report into the export of defense-related equipment to Iraq, the relevant parts of which are reviewed. The article concludes that recent developments have not remedied the situation relating to access to information in Britain, the norm remaining one of secrecy rather than openness, and that the use of PII certificates exemplifies the resulting fragility of mechanisms for executive accountability. In the United Kingdom (UK) today the executive branch of government alone determines what official information should be disclosed to the public and the legislature, to whom the executive is nominally responsible. The UK is a very secretive society.","",""
"Are the national technical information service's prices too high?","1996","Government Information Quarterly","2","10.1016/S0740-624X(96)90090-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030522451&doi=10.1016%2fS0740-624X%2896%2990090-8&partnerID=40&md5=108dafe822df50b3503788ff3acb0ed3","Some have claimed that prices charged by the National Technical Information Service (NTIS) for its information products and services are inappropriately high. The National Technical Information Service commissioned a study, carried out by the author, to determine whether these claims were substantiated. The study focused on 15 selected information products and services, and asked whether prices for these products were too high relative to NTIS' costs, relative to prices for comparable commercial products, and relative to prices for comparable products from the Government Printing Office (GPO). NTIS breaks even in the aggregate, showing neither profit nor loss at the end of the year, although individual products may be priced higher or lower than cost. NTIS prices appeared to be competitive with comparable private sector prices, and 17 executives from information industry firms believed NTIS prices were about right or not too high. For comparable products from GPO, NTIS prices tend to be lower because of administrative decisions to underprice GPO. The study examined, in greater depth, issues surrounding two new information products, Big Emerging Markets and World News Connection. NTIS prices are not too high relative to costs, to comparable commercial products and GPO products.","",""
"The Nixon presidential materials staff","1995","Government Information Quarterly","2","10.1016/0740-624X(95)90006-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149320335&doi=10.1016%2f0740-624X%2895%2990006-3&partnerID=40&md5=ce5a044523d0cc36a24720f1e7d805c9","This article describes the holdings and activities of the Nixon Project at the National Archives and the process of opening the Nixon Presidential materials to the public. Despite the controversies and legal disputes involving these materials, the Nixon Project has released a significant amount of these White House materials for public examination and research. © 1995.","",""
"Promoting patents and trademarks: A study of outreach activities in patent and trademark depository libraries","1996","Government Information Quarterly","2","10.1016/S0740-624X(96)90091-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030523666&doi=10.1016%2fS0740-624X%2896%2990091-X&partnerID=40&md5=a1b6533c8d038a191c382019e506e2ec","Patent and Trademark Depository Libraries (PTDLs) were surveyed to measure the effort they expended to promote and publicize patent and trademark services and resources during one 12-month period. Responding libraries undertook leadership in 578 events attended by 23,446 persons. Additionally, they distributed more than 75,074 copies of locally-produced information pieces. This article discusses various characteristics of the efforts developed by PTDLs to raise awareness of library services and resources.","",""
"Justice in the dark: Closing the door on criminal proceedings","1994","Government Information Quarterly","0","10.1016/0740-624X(94)90026-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949152686&doi=10.1016%2f0740-624X%2894%2990026-4&partnerID=40&md5=17945d08ef880ac55088fb968eeae496","[No abstract available]","",""
"Federal budgeting for information technology","1996","Government Information Quarterly","0","10.1016/S0740-624X(96)90089-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030497169&doi=10.1016%2fS0740-624X%2896%2990089-1&partnerID=40&md5=8cb7c4117992a0113f1c6bb7bf7798ff","Although there is broad agreement that more and better information technology (IT) can produce government efficiencies and provide long-term savings, short-term budgetary constraints are making such investments extremely difficult. At minimum, the current fiscal stress demands implementation of creative alternatives for funding such projects, bringing into focus some budgeting opportunities which should not be overlooked. This article examines the relationship between IT planning and budget formulation, use of the franchise fund concept newly implemented in a pilot project by the Office of Management and Budget, and cost implications for outsourcing or privatizing the IT function.","",""
"Public access to electronic federal depository information in regional depository libraries","1997","Government Information Quarterly","4","10.1016/S0740-624X(97)90051-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002123262&doi=10.1016%2fS0740-624X%2897%2990051-4&partnerID=40&md5=bb67d99e2543270c18168ee2ab7c572c","This article reports on a study of regional depository libraries for a descriptive analysis of regional depository library capabilities and practice in providing public access to electronic federal government information. The study indicates that regional depository libraries are progressing in the creation of an environment that supports public access to this information. The responding regionals are equipped with public access microcomputer workstations and a majority provide access to CD-ROM's, the Internet, and GPO Access. Adequate staffing and resources, however, remain a problem for some. © 1997 JAI Press Inc. All rights of reproduction in any form reserved.","",""
"Promoting education for information resources management in the federal government","1995","Government Information Quarterly","1","10.1016/0740-624X(95)90002-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039345027&doi=10.1016%2f0740-624X%2895%2990002-0&partnerID=40&md5=deeaafc7c0c5d34936cdcd2910ebb77f","The recent initiatives from the Clinton administration and Congress to ""reinvent government,"" to ""develop electronic information services,"" to ""better manage information technology"" (IT), and to ""improve access to electronic government information,"" certainly is welcome. But policymakers need to go beyond the proposals and develop specific program initiatives and implementation strategies if such goals are to be realized. The realization of these goals will require a range of new educational program initiatives to retrain and retool government officials, especially those engaged in information resources management (IRM). If these initiatives to reinvent government are to occur successfully, the administration and Congress must create a major program initiative-with adequate financial support-to revamp the educational programs that support IRM. Simply put, the changes occurring in both information technology and in managing that technology are outpacing many government officials' ability to respond in a planned and coherent fashion. Moreover, the existing infrastructure to develop Federal IRM education and training is fragmented and poorly supported, lacks clear policy direction, and desperately needs updating and reconceptualization. © 1995.","",""
"SCON is dead!... Long live project hermes!","1993","Government Information Quarterly","1","10.1016/0740-624X(93)90039-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38249007062&doi=10.1016%2f0740-624X%2893%2990039-3&partnerID=40&md5=1799d036540f632ba6737d591ef05e45","Today, the Supreme Court of the United States regularly distributes its opinions and orders electronically immediately upon their announcement from the bench. The story of the high court's move into the computer age is not one of overcoming technical problems so much as one of overcoming political problems. The result was that a coalition of legal-information providers and news organizations and associations, called the Supreme Court Opinion Network (SCON), was formed to address the Court's peculiar requirements. This article describes not only the computer system that ultimately emerged. Project Hermes, but also the lengthy and circuitous route the Court felt it necessary to take in achieving a rather straightforward technical goal. This decidedly human story of coalition building and management of perceptions is told from the perspective of one who was at the center of the effort over a four-year period-one of SCON's founding directors and its president. © 1993.","",""
"Reinventing the Herbert Hoover presidential library","1995","Government Information Quarterly","1","10.1016/0740-624X(95)90012-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149321391&doi=10.1016%2f0740-624X%2895%2990012-8&partnerID=40&md5=31a65bafaad4f1ddd02e9b450cfcf048","Presidential libraries serve a wide range of customers including scholars, school children, tourists, seniors, and members of civic organizations, among other groups. Each of the nation's 10 presidential libraries faces a different mix of these customers, depending on the age of the library and its location. Opened in August of 1962, the Herbert Hoover Presidential Library has recently undergone the process of ""reinventing"" itself to better serve its customer base. These efforts include revitalized museum programs, expanded scholarly programs, and innovative education programs. The results have been gratifying: increased visibility among the general public throughout Iowa and the Midwest, a renewed interest in the research resources held by the Library, and the discovery of the Library and its programs by new groups of customers. © 1995.","",""
"Costing out a depository library: What free government information?","1994","Government Information Quarterly","8","10.1016/0740-624X(94)90047-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009129321&doi=10.1016%2f0740-624X%2894%2990047-7&partnerID=40&md5=5231364418d1f5da8ea2da28b550973c","Lauinger Library at Georgetown University developed a model to compile fiscal year 1993 annual operating costs supporting its depository library program. For the same time period, the costs for the Government Printing Office (GPO) to support distribution of Federal information to Lauinger were calculated. This study demonstrated that Lauinger expended over four dollars for every one dollar expended by the GPO. The cost of information compiled and studied raised questions concerning administrative decisions and the broader issue of cost sharing, especially cost shifting, between the GPO and the depository libraries. Construction of a political strategy that identifies the key players in Federal information policymaking, prioritizes library information needs, documents costs, and articulates this information to the stakeholders, especially Congress'Joint Committee on Printing (JCP), should reverse the perception that Federal information is ""free"" to depository libraries. © 1994.","",""
"Data management and global change research: Technology and infrastructure","1993","Government Information Quarterly","0","10.1016/0740-624X(93)90050-A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949175284&doi=10.1016%2f0740-624X%2893%2990050-A&partnerID=40&md5=7d050393d1f0558434241051d84e2cd6","There is a consensus among many scientists who would perform global change research that global-scale scientific data management programs and enabling policies need to be developed and implemented concomitantly with, if not in advance of, global change research programs. They are hopeful that U.S. Federal government policies for scientific and technical data and information management will provide timely archival, analysis, and dissemination of global change research data and will enable them to share that data with colleagues, internationally. Federal data managers believe that data management technology and infrastructure requirements for global change research programs can be met through existing or planned enhancements to systems in operation used for scientific data gathering, processing, and dissemination. Scientists are concerned, however, that because of the scope and diversity of global change research programs entirely new systems and approaches to data management may need to be devised. © 1993.","",""
"Strategic information resources management: Fundamental practices","1996","Government Information Quarterly","17","10.1016/S0740-624X(96)90008-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030489797&doi=10.1016%2fS0740-624X%2896%2990008-8&partnerID=40&md5=99704d2ba27cf0d6bd44ed17c21ee329","How can we best manage our information resources? In these days of shrinking government budgets, increased workloads, and demands for better service, government managers no longer pose this question rhetorically. This article highlights six fundamental information resources management practices in successful organizations that can improve government service delivery performance. © 1996 JAI Press, Inc. All rights of reproduction in any form reserved.","",""
"Interagency workshop on public access: A summary for historical purposes","1993","Government Information Quarterly","5","10.1016/0740-624X(93)90053-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38249007507&doi=10.1016%2f0740-624X%2893%2990053-3&partnerID=40&md5=dc0dcded1bd3cc3f237a220ffaef27dc","In May 1991, the U.S. Environmental Protection Agency sponsored the first interagency conference on public access at Solomons Island, Maryland. The conference was in response to a growing need for increased public access, apparent in legislation and mission requirements, to government information. It offered departmental and agency representatives an opportunity to share experiences and to discuss the need for an integrated approach among the Federal departments and agencies to public access and dissemination of government information [see Government Information Quarterly, 9 (1992): 187-198]. The U.S. Department of Agriculture's Office of Information Resources Management sponsored the second of these interagency meetings. Convened at Solomons, Maryland on November 18-19, 1991, the workshop focused on the issues surrounding public access to Federal computers, and the need for the development of policy statements that the various departments and agencies could adapt. This article provides an historical record of that conference.1. © 1993.","",""
