Title,Link,Abstract,ab_content,highlights,hi_content
Valorisation of Mustard Oil Cake as a Green Cohesion Catalyst for Metronidazole Removal from Aqueous Matrices,https://link.springer.com/article/10.1007/s40710-025-00777-z,Abstract,"This study explores the potential of cruciferin protein (CPF), derived from mustard oil cake, as a bioflocculant for the removal of metronidazole (MeD) from synthetic pharmaceutical effluent. Given the rising environmental concerns over pharmaceutical contaminants, this research aims to establish CPF as a sustainable alternative to conventional flocculants by integrating molecular docking, process optimization, and mechanistic analysis. To evaluate the feasibility of CPF, in silico molecular docking using AutoDock Vina demonstrated CPF-MeD interactions with a binding energy of -6.27Â kcal/mol, an inhibition constant of 25.24 ÂµM, and four hydrogen bonds. The bioflocculation process was optimized using the Box-Behnken design, identifying the optimal CPF dosage (2.5Â g/L), initial MeD concentration (26.5Â mg/L), settling time (94Â min), and pH (7.5). Perikinetic modeling was conducted to analyze coagulation mechanisms, while FTIR spectroscopy examined chemical interactions in treated samples. Under optimized conditions, CPF achieved a maximum MeD removal efficiency of 94.57%. The perikinetic study revealed a coagulation rate constant of 0.00543Â L.mg-1min-1 and a short half-life of 6.94Â min, suggesting rapid aggregation. Theoretical particle distribution analysis supported enhanced aggregation and sedimentation, while FTIR confirmed structural modifications in CPF post-flocculation, reinforcing its role in MeD removal. This study establishes CPF as an effective, eco-friendly bioflocculant for pharmaceutical wastewater treatment. Valorizing mustard oil cake, aligns with circular economy principles and the 3R (Reduce, Reuse, Recycle) approach, offering a sustainable solution for antibiotic effluent management.",Highlights,"
              
              Cruciferin protein flocculant (CPF) from mustard oil cake removes MeD from synthetic effluent.
              Docking studies confirm CPF-MeD interaction with a binding energy of -6.27Â kcal/mol.
              Box-Behnken design optimization achieves 94.57% MeD removal efficiency.
              The coagulation rate constant is 0.00543Â L.mg-1min-1 with a short half-life of 6.94Â min.
              FTIR confirms chemical changes, and the role of CPF in bioflocculation.
            "
"Production Capacity of Phytoplankton Under Different Trophic Conditions in the Naroch Lakes, Belarus",https://link.springer.com/article/10.1007/s40710-025-00776-0,Abstract,"Based on long-term monitoring of the water bodies of the Naroch Lakes ecosystem (Belarus), we assessed the gross primary production (GPP) and the growth rate of phytoplankton under conditions of various nutrient loads. To estimate the growth rate of phytoplankton, we used both the ratio of primary production to biomass (P/B) and the results of mathematical modeling using the knowledge-and-data-driven (KDD) approach. Both estimates, the P/B ratio, and the results of the KDD approach turned out to be well consistent with each other. We identified periods of high (1978â€?986) and low (2006â€?018) phosphorus concentrations in lake water. Gross primary production of plankton naturally increased with increasing phosphorus load, while no relationship between the nutrient load and the phytoplankton growth rate was found. In the period between 1987 and 2005, the invasive filter-feeding zebra mussel Dreissena polymorpha colonized the Naroch Lakes. During the Dreissena polymorpha invasion, changes in the photosynthetic capacity of phytoplankton were clearly manifested.",Highlights,"
              
              The growth of phytoplankton under varying nutrient conditions was assessed.
              The KDD approach and P/B ratio were used to estimate the phytoplankton growth rate.
              Gross primary production of plankton increased with increasing phosphorus load.
              No relationship between nutrient load and phytoplankton growth rate was found.
            "
Climate Change Impacts on Long-Term Streamflow Sustainability in a Regulated River of Eastern India Using Environmental Flow Envelope,https://link.springer.com/article/10.1007/s40710-025-00774-2,Abstract,"Anthropogenic activities and climate change often significantly alter the streamflow regimes, jeopardizing essential ecosystem services that support societal well-being. However, evaluation of long-term streamflow sustainability of regulated rivers is limited, particularly in the context of maintaining a safe ecological flow boundary in future climates. The current study demonstrates a comprehensive evaluation framework for assessing the ecological flow sustainability of natural and regulated river reaches of the Rushikulya River, located in the eastern region of India, under future climatic scenarios considering an ecological flow envelope. In this study, a calibrated hydrological model was employed to simulate streamflow during the near future (NF): 2025â€?041 and mid future (MF): 2042â€?058 under SSP2-4.5 and SSP5-8.5 scenarios from the Coupled Model Intercomparison Project Phase 6 (CMIP6). Subsequently, the streamflow violations of the â€˜Environmental Flow Envelope (EFE)â€?were quantified under baseline and future climate scenarios using four key evaluation metrics: Violation Ratio (VR), Violation Frequency (VF), Reliability, and Resilience. Analysis of the results indicated that the streamflow will frequently violate the EFE, indicated by a high VR (>â€?â€? times higher than Baseline), VF (4â€? times higher), and declining reliability-resilience trends, especially under SSP2-4.5 (NF) and SSP5-8.5 (MF). The analysis also shows that the altered river reaches of the Rushikulya River have lower resilience to future climate change than the unaltered river reaches. Overall, this study offers insightful information about future challenges that regulated rivers may face and highlights the need for adaptive management measures to safeguard the ecohydrological integrity of the river basins under future climate.",Highlights,"
              
              Regulated river sustainability was assessed using Environmental Flow Envelope (EFE).
              Future climate change impact on the EFE violations and their likelihood was assessed.
              Increased and frequent violation of EFE lower boundary were compared to upper boundary.
              Probabilities of EFE violation and recovery decline under future climate change were evaluated.
            "
Assessing Influential Variables Affecting Outdoor Levels of Formaldehyde (HCHO),https://link.springer.com/article/10.1007/s40710-025-00772-4,Abstract,"Formaldehyde (HCHO) is a hazardous air pollutant that poses significant risks to human health. Despite its importance, limited studies on HCHO levels in urban settings exist. This study aims to analyse outdoor HCHO levels in the city centre of Vilnius, focusing on how environmental variables (e.g., temperature) and urban morphology factors (e.g., proximity to forest areas) influence HCHO concentrations. To assess the relevance of each independent variable in explaining the spatial variations of HCHO, we utilised a Multiscale Geographically Weighted Regression (MGWR) technique to evaluate the role of several variables, namely distance to buildings, viewshed size, distance to railways, road density, dew temperature, distance to water, distance to urban green spaces (UGS), COâ‚? and volatile organic compounds (VOCs). The results showed that HCHO concentration levels in Vilnius city centre are influenced by natural and human-induced variables, emphasising the complex dynamics of urban air quality. Among the numerous valuable relationships analysed for HCHO in this study, the most influential variables were distance to buildings, viewshed size, distance to railways, road density, distance to water, and distance to UGS, alongside weather factors such as dew temperature and COâ‚? The results showed spatial variations in HCHO concentrations in Vilnius city centre, where levels are influenced by environmental factors such as the proximity to buildings, water, railways, and road density. Viewshed size also plays a role in HCHO levels across all locations. Additionally, CO2 and dew temperature show a positive correlation with HCHO concentrations. These findings provide valuable insights for decision-makers, enabling the development of targeted management strategies.",Highlights,"
              
              

                
                  Multiscale Geographically Weighted Regression reveals spatial variations in urban HCHO concentrations.
                
                
                  HCHO levels depend on spatial and environmental factors in Vilnius city centre.
                
                
                  Distance to buildings, water, railways, and road density affects HCHO positively.
                
                
                  Viewshed size is spatially relevant for HCHO levels in all assessed locations.
                
                
                  CO2 and dew temperature are positively correlated with HCHO.
                
              
            "
Nutrient Removal Mechanisms of Algal-Bacteria Consortia in Secondarily Treated Wastewater,https://link.springer.com/article/10.1007/s40710-025-00773-3,Abstract,"This study aimed to evaluate how the different environmental conditions affect the nutrient removal mechanism of algal-bacteria consortia. For the first time, the dark cycle nutrient removal mechanism was investigated offering an essential reference for enhancing wastewater treatment systems. Algal-bacteria consortia behavior was studied under different air supply (0 to 12 and 0 to 24Â h) and illumination (24Â h light and 12:12Â h light: dark) periods. The highest nitrate and phosphorus removal was obtained with continuous light irradiation and air supply. The results demonstrated that illumination duration was a more important factor than air supply. So, when the light and air ceased on the 12-hour, the removal rate zero-order constants during darkness decreased by 36 and 55% for nitrates and phosphorus, respectively, compared to the 24-hour illumination and aeration culture. Nitrates appeared to be eliminated quite faster than phosphorus in the light, and slightly faster in the dark period. Refeeding of the culture during the dark period, without additional air, did not prevent nutrient removal, which was lower by about 58 and 45% for nitrates and phosphorus, respectively, compared to the removal in the light period. Algal-bacteria cultures can effectively remove nitrates and phosphorus from wastewater even during the dark period, providing valuable data for designing algal-based outdoor wastewater treatment systems.",Highlights,"
              
              Light and additional air supply enhance microalgae growth and nutrient elimination.
              The change from light to dark conditions caused decreased pH and DO values.
              Nutrient removal continued under dark conditions even without additional air.
              Refeeding caused lower nitrate and Total-P removal by 58 and 46%, respectively.
            "
Seasonal Variation of Iron Removal in Coal Mine Water Discharge Lagoons and Constructed Wetlands,https://link.springer.com/article/10.1007/s40710-025-00768-0,Abstract,"Passive Mine Water Treatment Schemes (MWTS) have been developed to remove iron from coal mine drainage before discharge into the environment to prevent potential ecological environmental problems caused by coal mine drainage. The performance of these MWTS vary across distinct climatic conditions, based on variations in temperature and rainfall patterns. Therefore, this study analysed monthly iron concentrations of 10 settlement lagoons and 5 constructed wetlands (CWs) in 5 full-scale MWTS to assess the influence of varying seasons on the MWTS lagoons and CWs treatment performance using removal efficiency (R.E.). The comparative performance of monthly records of Ferric Iron (Fe3+), Ferrous Iron (Fe2+) and pH over a period of 12 years were conducted using comprehensive statistical analysis of Fe3+ R.E. Fe3+ R.E. obtained for the 5 MWTS ranged from 50.97 to 98.98% and is in the order Site Aâ€?â€‰Site Câ€?â€‰Site Bâ€?â€‰Site Eâ€?â€‰Site D. pH increased from slightly acidic to neutral while Fe3+ and Fe2+ concentrations decreased. The MWTS achieved an average Fe2+ R.E. of 46.66â€?8.16%. Seasonal variation affected iron removal from the schemes, i.e., Fe3+ R.E. in the lagoons and wetlands was in the order summerâ€?â€‰springâ€?â€‰autumnâ€?â€‰winter. Due to increased rates of sedimentation, filtration and absorption in warmer seasons, treatment performance of the schemes was better compared to colder seasons. The experimental results obtained provide a scientific basis for MWTS operators, research scientists, policy makers to improve R.E. and ensure consistent treatment performance in different seasons throughout the year.",Highlights,"
              
              We investigated iron removal from coal mine drainage in different seasons.
              All MWTS lagoons and wetlands exhibited higher Fe3+ R.E. in summer and spring.
              Highest variation in Fe3+ R.E. across lagoons was 40% from cold to warm season.
              Greatest variation in Fe3+ R.E. across wetlands was 19% from cold to warm season.
              Four of the five full-scale passive MWTS achieved Fe3+ R.E. greater than 80%.
            "
Highly Efficient Bio-Based Composites from Natural Fibers for Fauna Protection and Oil Spill Remediation,https://link.springer.com/article/10.1007/s40710-025-00771-5,Abstract,"The present work aimed to develop composites using natural fiber matrices from kapok (Ceiba pentandra (L) Gaerth), chitosan and castor oil, applying two different adhesion methodsâ€?compression and natural non-pressed mixtureâ€?to remove oil from geese feathers affected by oil spill accidents. The test results indicate a sorption capacity of 20.72Â g/g for kapok fibers in natura (without processing or treatments), 29.86Â g/g for Composite-non-pressed (CNP) and 22.99Â g/g for Composite-pressed (CP), using lubricant oil 20W50 as model pollutant. The composites were also impregnated with titanium dioxide (TiO2) to analyse the self-cleaning and regeneration capacity. After their use, the materials were subjected to regeneration processes. Oil removal from feathers reached 84.98% using CNP and 82.84% for CP. During the regeneration, a remarkable performance was observed for centrifuge filtration, with an 87% recovery of the sorption potential of CNP after the fourth application cycle, while the CP composite maintained 92.5% of its capacity within the same range and under the same conditions.",Highlights,"
              
              Composites were produced using materials obtained from renewable sources.
              Materials showed oil sorption capacity between 20 and almost 30 times their weight.
              High oil removal from feathers is achieved with both composites produced.
              Composites are able to clean the feathers without causing damage to their structures.
              Regeneration by centrifugation allows the use of the composites in multiple cycles.
            "
Improved Flux and Anti-Fouling Performance of an MXene-Blended Polyethersulfone Nanofiltration Membrane for Effective Treatment of Actual Textile Wastewater,https://link.springer.com/article/10.1007/s40710-025-00767-1,Abstract,"Treatment of actual textile wastewater using mixed matrix nanofiltration membranes that are modified with MXene nanosheets is presented. For this purpose, MXene nanosheets were synthesized from the Titanium Aluminum Carbide (Ti3AlC2) MAX Phase using a mild etching method with an HCl/LiF etchant solution. These nanosheets were then incorporated into mixed matrix membranes made of polyethersulfone (PES) polymer using the phase inversion method. The performance of the modified membranes with varying doses of MXene nanosheets (0.1-1%) was evaluated by filtering actual textile wastewater. Key parameters measured included chemical oxygen demand (COD), color concentration, and conductivity. The results demonstrated that the modified membranes outperformed the unmodified PES membrane in all aspects. Specifically, the actual wastewater flux increased significantly from 10.8Â L/mÂ²Â·h for the unmodified membrane (M0) to 108.6Â L/mÂ²Â·h for the membrane modified with 1% (w/w) MXene nanosheets (M3). Additionally, the flux recovery ratio improved from 53.9 to 96.3%. The modified membrane demonstrated impressive removal efficiencies of color, COD, and conductivity parameters from actual wastewater, achieving removal rate of 98.2%, 84.6% and 56.4%, respectively. In comparison, the M0 membrane only achieved removal rates of 66.5%, 38.7%, and 18.6% for these parameters. The industrial application of the M3 membrane was assessed through a 36-hour long-term filtration process and five filtration-recovery cycles. The results indicated that the M3 membrane exhibits high efficiency in removing contaminants. This research provides valuable insights into modifying nanofiltration membranes with MXene nanosheets to improve their efficiency in treating actual textile industry wastewater and promote water reuse.",Highlights,"
              
              MXene-modified nanofiltration membranes were utilized to treat textile wastewater.
              The permeate flux increased more than 10-fold and reached 108Â L/mÂ²Â·h.
              The membrane flux recovery rate increased by 78% and reached 96.3%.
              The removal rates for color, COD, and conductivity were 98.2%, 84.6%, and 56.4%.
              The excellent antifouling capability of membranes proves their industrial viability.
            "
"Mesoporous SiO2-chitin/MoO3 Nanocomposite: Synthesis, Surface Investigation, and Uptake Potential for Pb(II) and Cu(II)",https://link.springer.com/article/10.1007/s40710-025-00761-7,Abstract,"This research introduces a highly mesoporous SiO2-chitin/MoO3 nanocomposite aimed at the effective removal of Pb(II) and Cu(II) from water. The nanocomposite characterization using X-ray photoelectron spectroscopy (XPS) and Fourier-transform infrared spectroscopy (FTIR) revealed changes in the surface binding energies particularly in the oxygen and nitrogen binding environment, suggesting the formation of new metal-oxygen and metal-nitrogen bonds post-adsorption. The composite surface demonstrated a negative zeta potential of -26.8 mV which promotes the adsorption of cationic Cu(II) and Pb(II) through Coulombic electrostatic interactions. This highlights the interplay mechanism between electrostatic attraction and surface complexation. The composite exhibited a high surface area of 266.95Â mÂ²/g, a pore volume of 0.48Â cmÂ³/g, and a well-defined mesoporous structure with an average pore diameter of 7.2Â nm. Scanning transmission electron microscopy (S-TEM) confirmed the uniform distribution of Si, O, and Mo, with some localized Mo clusters. X-ray diffraction (XRD) demonstrated well-crystallized MoO3 nanoparticles within the amorphous SiO2-chitin matrix. Operational parameters such as pH, time, concentration, and dosage were optimized. The uptake results adhered to a pseudo-second-order kinetics model and Freundlich isotherm, confirming multilayer heterogeneous adsorption. The intraparticle diffusion study indicated the control of boundary layer diffusion and mass transfer resistance. Thermodynamic parameters showed endothermic adsorption with a greater affinity for Pb(II). Activation energy values were determined to be 15.36 and 20.48Â kJ/mol for Cu(II) and Pb(II), respectively, supporting chemisorption as the primary mechanism. Overall, SiO2-chitin/MoO3 nanocomposite exhibited effective removal potential for Cu(II) and Pb(II) from aqueous solutions, while demonstrating high stability and reusability.",Highlights,"
              
              Mesoporous SiO2-chitin/MoO3 nanocomposite was synthesized for Pb(II) and Cu(II) removal.
              High surface area, mesoporosity and functionality facilitate metal adsorption.
              XPS and FTIR confirm metal-oxygen/nitrogen coordination and adsorption mechanism.
              The Langmuir adsorption capacities were 16.05Â mg/g for Cu(II), 27.30Â mg/g for Pb(II).
              Thermodynamic and kinetic studies suggest endothermic, spontaneous chemisorption.
            "
Plant Surfactants and Acidic pH Increase the Activity of Tobramycin and Kanamycin Against Escherichia coli,https://link.springer.com/article/10.1007/s40710-025-00763-5,Abstract,"Due to the escalating issue of antibiotic resistance, there has been a growing demand for innovative approaches which would enhance the efficacy of antimicrobial agents. This study investigates the synergistic effects which result from the combination of aminoglycoside antibiotics (tobramycin and kanamycin) with plant-derived surfactants (licorice and calendula extracts) at various pH levels, with particular focus placed on their effect against Escherichia coli. In order to elucidate the bacterial responses to the studied treatment, shifts in the membrane fatty acid methyl ester (FAME) profiles, cell surface hydrophobicity (CSH), as well as permeability were assessed and complemented by principal component analysis (PCA). Based on the obtained results, it was established that tobramycin combined with licorice extract (crude or purified) exhibited the highest antibacterial activity, particularly at pH 6. Additionally, the purified extracts outperformed crude extracts in terms of bacterial growth inhibition. Combined treatments significantly increased bacterial membrane permeability and decreased CSH, which enhanced the action of antibiotics. pH of the environment surrounding the cells modulated these effects, as changes of this parameter influenced both antibiotic efficacy and bacterial response dynamics. This study highlights the potential of plant-derived surfactants as natural adjuvants which can be used to improve aminoglycoside efficacy by enhancing membrane permeability and altering bacterial surface properties. These findings offer a promising strategy to lower antibiotic doses, reduce their environmental impact and mitigate the development of resistance. The role of pH as a critical modulator underscores its importance as a factor which can be used to optimize antibiotic-plant extract combinations for enhanced therapeutic outcomes.",Highlights,"
              
              Plant surfactants improve aminoglycoside efficacy against E. coli at acidic pH.
              Purified licorice extract enhances the antibacterial activity of tobramycin.
              pH critically modulates antibiotic-plant surfactant synergy towards E. coli.
              Increased membrane permeability aids antibiotics via surfactant-plant adjuvants.
              Eco-friendly strategies to reduce antibiotic use and resistance are proposed.
            "
